Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
0.1779,Fri Mar 16 22:41:09 +0000 2018,0.0,0.904,0.096,The US pushes for changes to the Iran deal as President Trump signals a tougher stance https://t.co/jlDYogbzrB https://t.co/7CFLPIEX4u,66,@CNN
0.0,Fri Mar 16 22:31:43 +0000 2018,0.0,1.0,0.0,Tariff tutorial: what the 45th US President could learn from the 25th | By John Kirby via @CNNOpinion… https://t.co/AxnKAghXzB,67,@CNN
0.0,Fri Mar 16 22:21:34 +0000 2018,0.0,1.0,0.0,"The Academy of Motion Pictures Arts and Sciences, the group behind on the Oscars, is investigating allegations of s… https://t.co/Yn0zVaop0N",68,@CNN
-0.34,Fri Mar 16 22:16:09 +0000 2018,0.167,0.833,0.0,Thousands of people gathered in Slovakia's capital city to protest against the government and pay tribute to murder… https://t.co/TphLFTABVH,69,@CNN
0.2023,Fri Mar 16 22:09:02 +0000 2018,0.0,0.904,0.096,"Education Secretary Betsy DeVos and Washington Sen. Patty Murray, the top Democrat on the Senate's education panel,… https://t.co/greo94ZBXD",70,@CNN
0.0,Fri Mar 16 22:06:09 +0000 2018,0.0,1.0,0.0,New satellite imagery examined by Western experts suggests North Korea has begun preliminary testing of one of its… https://t.co/JawfIsT74b,71,@CNN
0.296,Fri Mar 16 21:51:48 +0000 2018,0.0,0.901,0.099,"Though HIV rates across the US are stable, at least two spots -- Beaver County, Pennsylvania, and Milwaukee -- show… https://t.co/IchWshO1bN",72,@CNN
0.4939,Fri Mar 16 21:47:32 +0000 2018,0.0,0.842,0.158,White House press secretary Sarah Sanders wouldn't say whether Russian President Vladimir Putin was a friend or a f… https://t.co/XTBp5HzcwX,73,@CNN
-0.3818,Fri Mar 16 21:36:53 +0000 2018,0.11,0.89,0.0,"The White House is gearing up for a bruising fight over the nomination of President Trump's pick to head the CIA, G… https://t.co/dTREDYchTR",74,@CNN
0.0,Fri Mar 16 21:30:44 +0000 2018,0.0,1.0,0.0,"The Vatican has removed Archbishop Anthony Apuron of Guam from office.

A news release did not specify exactly what… https://t.co/9VrEgLAj8P",75,@CNN
0.0,Fri Mar 16 21:22:01 +0000 2018,0.0,1.0,0.0,"""I guess it never really occurred to me that I wouldn't always get to have that old-fashioned toy store experience… https://t.co/Q1PvzzJDPO",76,@CNN
0.34,Fri Mar 16 21:18:35 +0000 2018,0.0,0.893,0.107,"A pro-Trump group has hired Carl Higbie, who shared an N-Word laden post written by someone else on Facebook in 201… https://t.co/KXnx2TqAZe",77,@CNN
-0.4404,Fri Mar 16 21:16:43 +0000 2018,0.132,0.868,0.0,"Saudi Arabia will develop nuclear weapons if Iran does the same, said Crown Prince Mohammed bin Salman, Saudi's def… https://t.co/MLHmQAELbx",78,@CNN
0.5413,Fri Mar 16 21:04:26 +0000 2018,0.0,0.845,0.155,"On Saturday, 1.7 million South Australians will vote in what many are describing as the most exciting electoral rac… https://t.co/LvVsumtxAW",79,@CNN
-0.3182,Fri Mar 16 21:01:31 +0000 2018,0.099,0.901,0.0,"""Is there anything in the litany of accusations -- you would call them facts -- that surround this case that happen… https://t.co/LL9FHkK0iI",80,@CNN
0.0,Fri Mar 16 20:58:52 +0000 2018,0.0,1.0,0.0,.@jaketapper: Can we pause and consider the notion that — as the country waits in suspense to see who President Tru… https://t.co/O1gHTQ9PEv,81,@CNN
-0.3182,Fri Mar 16 20:54:11 +0000 2018,0.091,0.909,0.0,"RT @TheLeadCNN: ""Is there anything in the litany of accusations -- you would call them facts -- that surround this case that happened while…",82,@CNN
0.0,Fri Mar 16 20:52:35 +0000 2018,0.0,1.0,0.0,"Tapper: You say your client, Stormy Daniels, felt “physically threatened” to stay silent about what she knew about… https://t.co/eAj46BO7cx",83,@CNN
0.0,Fri Mar 16 20:50:58 +0000 2018,0.0,1.0,0.0,Lyft tests a $199 monthly subscription plan for rides https://t.co/BEk43Na2Ve https://t.co/EsZqc4qTQW,84,@CNN
0.0,Fri Mar 16 20:41:54 +0000 2018,0.0,1.0,0.0,RT @CNNPolitics: Attorney Michael Avenatti says his client Stormy Daniels will reveal details about her claim that she was physically threa…,85,@CNN
-0.3612,Fri Mar 16 20:37:41 +0000 2018,0.149,0.851,0.0,"As rumors of yet another staff shakeup loom over the White House, chief of staff John Kelly and White House officia… https://t.co/E6RIeBLZxf",86,@CNN
0.3182,Fri Mar 16 20:33:49 +0000 2018,0.0,0.874,0.126,Two US representatives have introduced a bill that would put quarters featuring prominent women from American histo… https://t.co/9F3bJ9Dm0s,87,@CNN
0.0,Fri Mar 16 20:26:40 +0000 2018,0.0,1.0,0.0,RT @TheLeadCNN: .@jaketapper: Can we pause and consider the notion that — as the country waits in suspense to see who President Trump will…,88,@CNN
0.4404,Fri Mar 16 20:20:03 +0000 2018,0.0,0.873,0.127,"Secretary of State Rex Tillerson thanked agency staff and called his service at the State Department ""one of the gr… https://t.co/hYYJ0uqOuM",89,@CNN
-0.8176,Fri Mar 16 20:07:13 +0000 2018,0.347,0.653,0.0,"Following a New York helicopter crash in which five passengers died, the FAA has ordered no more ""doors-off"" aircra… https://t.co/ktg6BfwbHq",90,@CNN
0.0,Fri Mar 16 20:04:03 +0000 2018,0.0,1.0,0.0,President Trump's staffing upheavals come in spurts | Analysis by CNN's Sam Petulla https://t.co/7pjZKe1H6F https://t.co/knFbMFqr8v,91,@CNN
-0.296,Fri Mar 16 20:02:13 +0000 2018,0.099,0.901,0.0,"The US government has accused Russia of remotely targeting the US power grid, as part of its newly unveiled sanctio… https://t.co/7yE2m1r4Vp",92,@CNN
0.3182,Fri Mar 16 19:50:55 +0000 2018,0.0,0.867,0.133,Facebook has apologized after its autocomplete search feature suggested video titles that described child abuse… https://t.co/EgQJDGvKjT,93,@CNN
0.0,Fri Mar 16 19:43:15 +0000 2018,0.0,1.0,0.0,National Geographic has more work to do on race | By Kerra Bolton via @CNNOpinion https://t.co/9CNskmP6J1 https://t.co/dYUfPJVHNa,94,@CNN
-0.743,Fri Mar 16 19:31:27 +0000 2018,0.289,0.711,0.0,This officer missed the Florida bridge collapse by seconds as she stopped at a red light. When she realized what ha… https://t.co/Hulr6hhwUI,95,@CNN
-0.296,Fri Mar 16 19:29:15 +0000 2018,0.151,0.755,0.094,Wells Fargo's CEO got a 36% raise after one of the darkest years in the bank's history https://t.co/iTLDmdcbFr https://t.co/3Dwu5O2BTD,96,@CNN
0.0,Fri Mar 16 19:18:42 +0000 2018,0.0,1.0,0.0,Sean Hannity jabs Shep Smith in a sign of the divide between Fox News' opinion programming and the news division… https://t.co/H6nhnEquf4,97,@CNN
-0.128,Fri Mar 16 19:15:43 +0000 2018,0.165,0.728,0.107,"On school safety, inaction is not an option, says @BetsyDeVos; Even those who have disagreed in the past must now w… https://t.co/fhLHsSDoiL",98,@CNN
-0.6486,Fri Mar 16 19:10:29 +0000 2018,0.249,0.751,0.0,Nearly two-thirds of Americans are concerned they can no longer distinguish fake news from quality journalism online https://t.co/QNP3dU1FPo,99,@CNN
0.0,Sat Mar 17 13:55:31 +0000 2018,0.0,1.0,0.0,".@cvpayne: ""6.3 million job openings right now - by far an all-time record."" https://t.co/RjclNa3ZAw",0,@FoxNews
-0.6486,Sat Mar 17 13:50:58 +0000 2018,0.264,0.736,0.0,"Adrian Lamo, hacker who turned in Chelsea Manning to FBI, found dead https://t.co/4eJfcGOmGx",1,@FoxNews
0.9042,Sat Mar 17 13:37:34 +0000 2018,0.0,0.551,0.449,".@RCamposDuffy: ""This is a first step in restoring confidence and trust in our institutions and in equal justice in… https://t.co/WVOlvDcF3H",2,@FoxNews
-0.6486,Sat Mar 17 13:07:38 +0000 2018,0.238,0.762,0.0,".@GeraldoRivera: “The firing of McCabe as it happened, on a Friday night at ten o’clock, was harsh and spiteful.” https://t.co/pf5kx7Ftt4",3,@FoxNews
-0.5106,Sat Mar 17 12:56:13 +0000 2018,0.248,0.752,0.0,Outrage over New Yorker mag's 'repulsive' body-shaming of President Trump https://t.co/OiKnEpkpFY,4,@FoxNews
0.3818,Sat Mar 17 12:41:54 +0000 2018,0.0,0.88,0.12,Brandon Judd: “The president wants to get a deal done that will protect these people that were brought here through… https://t.co/wkwDYWdZd0,5,@FoxNews
0.0,Sat Mar 17 12:37:04 +0000 2018,0.0,1.0,0.0,.@PhilippeReines: “Firing Jim Comey will go down as one of the biggest political blunders in history.” https://t.co/uZMYDKCL41,6,@FoxNews
-0.2415,Sat Mar 17 12:35:10 +0000 2018,0.176,0.704,0.12,.@PhilippeReines: “President Trump cannot fire his way out of the troubles he’s in.” https://t.co/W3XAQxn8Iq,7,@FoxNews
0.0,Sat Mar 17 12:32:34 +0000 2018,0.0,1.0,0.0,".@PhilippeReines: “Irrespective of what you think Mr. McCabe did or didn’t do, it’s transparently vindictive to fir… https://t.co/dY3ayT9o0h",8,@FoxNews
0.0,Sat Mar 17 12:16:48 +0000 2018,0.0,1.0,0.0,"Rumored site of $55M in Civil War-era gold draws FBI's attention, reports say https://t.co/oBiHoTiJUI",9,@FoxNews
0.0,Sat Mar 17 11:55:57 +0000 2018,0.0,1.0,0.0,An early morning runner heads past the Vietnam Veterans Memorial towards the Washington Monument at daybreak in Was… https://t.co/9r1yXHc4hY,10,@FoxNews
0.0,Sat Mar 17 11:50:48 +0000 2018,0.0,1.0,0.0,Candace Owens: “We can’t have states within this union that are not complying with federal law.” https://t.co/0YcFacAe3s,11,@FoxNews
-0.6597,Sat Mar 17 11:41:56 +0000 2018,0.351,0.649,0.0,Ohio student suspended for staying in class during National Walkout Day https://t.co/LZTIDsZPFI,12,@FoxNews
-0.8442,Sat Mar 17 11:31:01 +0000 2018,0.503,0.497,0.0,"Russia retaliates, expels 23 British diplomats amid tensions over ex-spy poisoning https://t.co/hbB8Ku6thf",13,@FoxNews
-0.296,Sat Mar 17 11:27:28 +0000 2018,0.155,0.845,0.0,Savannah says 'no more' to smooching soldiers in St. Patrick's Day Parade https://t.co/2W28gi2T40,14,@FoxNews
0.0,Sat Mar 17 11:21:48 +0000 2018,0.0,1.0,0.0,".@CharlesHurt: “Rex Tillerson didn’t get elected to anything, Donald Trump did.” https://t.co/1gTgGR1a69",15,@FoxNews
-0.6908,Sat Mar 17 10:57:00 +0000 2018,0.324,0.676,0.0,Video shows the scary moments when a malfunctioning chairlift sends people flying. No serious injuries were reporte… https://t.co/GkRMAwpw9j,16,@FoxNews
-0.8074,Sat Mar 17 10:56:09 +0000 2018,0.509,0.368,0.123,Cop killer granted parole decades after cold-blooded murders https://t.co/PuzGoWCQs2,17,@FoxNews
-0.34,Sat Mar 17 10:53:00 +0000 2018,0.118,0.882,0.0,"FDNY Fire Marshal Christopher T. “Tripp” Zanetis and FDNY Lieutenant Christopher J. Raguso, both of whom also serve… https://t.co/TUZ5lEFtGs",18,@FoxNews
-0.5994,Sat Mar 17 10:50:22 +0000 2018,0.151,0.849,0.0,.@TomFitton: “I don’t know how many blows the Russia collusion story is going to take before it dies the death it d… https://t.co/I4eb0bsFHS,19,@FoxNews
0.5859,Sat Mar 17 10:35:38 +0000 2018,0.0,0.798,0.202,"Bonnie Brazzeal: “It was an amazing experience, I never dreamed that I would meet [President @realDonaldTrump] and… https://t.co/wyA1dPG4sH",20,@FoxNews
0.5267,Sat Mar 17 10:32:09 +0000 2018,0.0,0.866,0.134,"Jerry Davis, President of College of the Ozarks: “We’re all going to gain by the changes brought about by the tax b… https://t.co/D5sNS3D0F2",21,@FoxNews
0.0,Sat Mar 17 10:25:29 +0000 2018,0.0,1.0,0.0,Oakland mayor consulted with illegal-immigration activists before tipping off ICE raid https://t.co/IVi2VKM0y0,22,@FoxNews
-0.0772,Sat Mar 17 10:00:02 +0000 2018,0.067,0.933,0.0,".@JesseBWatters: “Whether it was an accidental shooting or it was a purposeful shooting, he cost Kate Steinle her l… https://t.co/0kldOu31CA",23,@FoxNews
-0.7717,Sat Mar 17 09:45:00 +0000 2018,0.314,0.628,0.058,'Angel Dad': Pelosi Would Want a 'Wall to the Moon' If an Illegal Immigrant Hurt Her Family https://t.co/IfLXQQgskK,24,@FoxNews
-0.34,Sat Mar 17 09:37:00 +0000 2018,0.124,0.876,0.0,"On Saturday, @realDonaldTrump tweeted his reaction to Attorney General Jeff Sessions' firing of former FBI Deputy D… https://t.co/UBAU9OKEq0",25,@FoxNews
0.0,Sat Mar 17 09:15:00 +0000 2018,0.0,1.0,0.0,Medieval 'pot o' gold' discovered by construction workers https://t.co/mOdDk36XYW,26,@FoxNews
-0.4118,Sat Mar 17 09:08:00 +0000 2018,0.121,0.879,0.0,".@TheDCVince: “The whole reason we have this firing today is because of James Comey, and the FBI’s handling of the… https://t.co/BhH3HP6bXb",27,@FoxNews
0.6523,Sat Mar 17 09:00:00 +0000 2018,0.0,0.761,0.239,SHE SAID YES: A Georgia police officer surprised his girlfriend by popping the question amid a group of children du… https://t.co/9CiuUWvWEi,28,@FoxNews
0.0516,Sat Mar 17 08:52:00 +0000 2018,0.22,0.549,0.232,Top @HillaryClinton Adviser Warns Dems: Stop Dismissing Chance of 2nd Trump Term https://t.co/eYGvnNZGtJ,29,@FoxNews
-0.6908,Sat Mar 17 08:30:00 +0000 2018,0.324,0.676,0.0,Video shows the scary moments when a malfunctioning chairlift sends people flying. No serious injuries were reporte… https://t.co/FXEgGixow0,30,@FoxNews
0.0,Sat Mar 17 08:22:00 +0000 2018,0.0,1.0,0.0,Bernard Kerik: “I would urge the American people to think extremely highly of the FBI. The FBI agents across this c… https://t.co/zHpWNdlzex,31,@FoxNews
-0.2732,Sat Mar 17 08:15:00 +0000 2018,0.139,0.861,0.0,"McCormick and Schmick's manager suing for $999,999 after getting bit by venomous spider https://t.co/scPXKrJGVG",32,@FoxNews
0.0258,Sat Mar 17 08:12:07 +0000 2018,0.164,0.667,0.169,"Judge locks self in courtroom, causes $3G in damage trying to break free: report
https://t.co/lJ3txHdsyS",33,@FoxNews
-0.296,Sat Mar 17 08:08:00 +0000 2018,0.115,0.885,0.0,".@SaraCarterDC: ""[McCabe] believes this is all about [@POTUS]. No, this is about his colleagues at OPR...who found… https://t.co/KdHw5dqBT0",34,@FoxNews
0.34,Sat Mar 17 08:00:00 +0000 2018,0.068,0.789,0.142,.@KatrinaPierson: “I think it is time to get serious. There absolutely should be a second special counsel.”… https://t.co/U71H7DISMH,35,@FoxNews
0.0,Sat Mar 17 07:50:00 +0000 2018,0.0,1.0,0.0,".@NancyPelosi: #Trump's Proposed Border Wall Is Too High, 'Obnoxious' in a Civilized Society https://t.co/ROR8CZqEpj",36,@FoxNews
-0.7003,Sat Mar 17 07:38:00 +0000 2018,0.244,0.756,0.0,".@RepMarkMeadows: ""No one ever gets fired from the @FBI and DOJ without there being real credible evidence, so the… https://t.co/N4IozhCoAg",37,@FoxNews
0.0,Sat Mar 17 07:30:00 +0000 2018,0.0,1.0,0.0,.@KatrinaPierson: “I think that this is the beginning of what I believe is to come. Once the inspector general repo… https://t.co/85JgWYuq9N,38,@FoxNews
-0.5423,Sat Mar 17 07:15:00 +0000 2018,0.304,0.696,0.0,Famous 'snake whisperer' dies after fatal cobra bite https://t.co/Y25KZ9SbBe,39,@FoxNews
-0.0772,Sat Mar 17 07:07:00 +0000 2018,0.067,0.933,0.0,".@JesseBWatters: “Whether it was an accidental shooting or it was a purposeful shooting, he cost Kate Steinle her l… https://t.co/LZzyluSpm5",40,@FoxNews
-0.2732,Sat Mar 17 07:04:11 +0000 2018,0.16,0.84,0.0,"$2.5M settlement after police dismiss woman's kidnapping as 'Gone Girl' hoax
https://t.co/QHj5Q9xnVM",41,@FoxNews
-0.4957,Sat Mar 17 07:00:00 +0000 2018,0.187,0.813,0.0,Cleaning has never been more fun! Watch these German shepherd puppies chase after a broom. https://t.co/YC7zKJCEYL,42,@FoxNews
0.0,Sat Mar 17 06:51:49 +0000 2018,0.0,1.0,0.0,"Drunken driver rammed car, injuring US military translator from Afghanistan, authorities say
https://t.co/2TjxauNBXC",43,@FoxNews
0.0,Sat Mar 17 06:45:00 +0000 2018,0.0,1.0,0.0,".@JeffFlake blasts #Trump as 'erratic' in New Hampshire speech, fueling 2020 primary speculation https://t.co/j00BngHNXz",44,@FoxNews
-0.5574,Sat Mar 17 06:30:00 +0000 2018,0.167,0.833,0.0,"After being fired by Attorney General Jeff Sessions on Friday, former FBI Deputy Director Andrew McCabe released a… https://t.co/CYB8BktAUx",45,@FoxNews
0.5106,Sat Mar 17 06:15:00 +0000 2018,0.092,0.69,0.218,".@pnjaban on McCabe's firing: ""I'm glad this action has been taken. Clearly, Mr. McCabe was at the heart of a numbe… https://t.co/di05nsBeyh",46,@FoxNews
-0.8172,Sat Mar 17 06:00:00 +0000 2018,0.309,0.691,0.0,".@RepSeanDuffy on McCabe firing: ""No one gets fired in the swamp! That we have a former head of the @FBI who's now… https://t.co/NAlG8ZQoS0",47,@FoxNews
0.0,Sat Mar 17 05:45:00 +0000 2018,0.0,1.0,0.0,Christopher Steele must appear for dossier deposition in British court https://t.co/5X4u0UOARm,48,@FoxNews
-0.5574,Sat Mar 17 05:35:00 +0000 2018,0.184,0.816,0.0,"Former FBI Deputy Director Andrew McCabe was fired on Friday night, Attorney General Jeff Sessions announced.… https://t.co/HpKXMxdWK5",49,@FoxNews
-0.5106,Sat Mar 17 05:15:00 +0000 2018,0.323,0.677,0.0,Chicago students allegedly trash Walmart during National School Walkout protest https://t.co/58N1KKO9Wp,50,@FoxNews
0.0,Sat Mar 17 05:08:00 +0000 2018,0.0,1.0,0.0,OPINION - @newtgingrich: #Trump (and his success) continues to baffle our country's elites. What's going on? https://t.co/vjegRYFNcv,51,@FoxNews
-0.7096,Sat Mar 17 05:00:01 +0000 2018,0.496,0.426,0.078,No. 16 UMBC stuns No. 1 Virginia in NCAA upset https://t.co/rxMmBNgtoj,52,@FoxNews
-0.6597,Sat Mar 17 04:52:00 +0000 2018,0.351,0.649,0.0,Ohio student suspended for staying in class during National Walkout Day https://t.co/DbQps1HJz5,53,@FoxNews
0.0,Sat Mar 17 04:45:00 +0000 2018,0.0,1.0,0.0,First for California: Undocumented Immigrant Appointed to Gov't Post https://t.co/MYINJHmzDg,54,@FoxNews
0.0,Sat Mar 17 04:30:00 +0000 2018,0.0,1.0,0.0,".@peterthiel: If #Trump Runs in 2020, He Will Get Re-Elected https://t.co/pKWdtHI2Jy",55,@FoxNews
-0.34,Sat Mar 17 04:22:02 +0000 2018,0.124,0.876,0.0,"On Saturday, @realDonaldTrump tweeted his reaction to Attorney General Jeff Sessions' firing of former FBI Deputy D… https://t.co/H1fXbu1jxM",56,@FoxNews
-0.7717,Sat Mar 17 04:15:00 +0000 2018,0.314,0.628,0.058,'Angel Dad': @NancyPelosi Would Want a 'Wall to the Moon' If an Illegal Immigrant Hurt Her Family https://t.co/IfLXQQgskK,57,@FoxNews
0.6486,Sat Mar 17 03:58:59 +0000 2018,0.0,0.739,0.261,"Former FBI Assistant Director Ron Hosko: “The Andy McCabe I knew was a tireless, smart, capable public servant.”… https://t.co/W1Niy2pH7a",58,@FoxNews
0.0,Sat Mar 17 03:54:16 +0000 2018,0.0,1.0,0.0,Bernard Kerik: “I would urge the American people to think extremely highly of the FBI. The FBI agents across this c… https://t.co/J24WX6N1Ky,59,@FoxNews
-0.743,Sat Mar 17 03:47:45 +0000 2018,0.326,0.674,0.0,"Illegal immigrant turns himself in to ICE following deadly hit-and-run car crash, report says https://t.co/W3xqugPFe2",60,@FoxNews
-0.4118,Sat Mar 17 03:33:27 +0000 2018,0.121,0.879,0.0,".@TheDCVince: “The whole reason we have this firing today is because of James Comey, and the FBI’s handling of the… https://t.co/wzUsROhxSH",61,@FoxNews
-0.5574,Sat Mar 17 03:26:52 +0000 2018,0.167,0.833,0.0,"After being fired by Attorney General Jeff Sessions on Friday, former FBI Deputy Director Andrew McCabe released a… https://t.co/9i5rvBhCF3",62,@FoxNews
0.34,Sat Mar 17 03:20:14 +0000 2018,0.068,0.789,0.142,.@KatrinaPierson: “I think it is time to get serious. There absolutely should be a second special counsel.”… https://t.co/rQuJ5MQbjy,63,@FoxNews
0.4588,Sat Mar 17 03:19:51 +0000 2018,0.097,0.685,0.218,"Sol Wisenberg on McCabe firing: ""I have actually a lot of faith in [AG Sessions'] integrity and this [report] must… https://t.co/AeMUkwIHIP",64,@FoxNews
0.0,Sat Mar 17 03:18:17 +0000 2018,0.0,1.0,0.0,.@KatrinaPierson: “I think that this is the beginning of what I believe is to come. Once the inspector general repo… https://t.co/eAcb0f58zO,65,@FoxNews
-0.7003,Sat Mar 17 03:11:31 +0000 2018,0.244,0.756,0.0,".@RepMarkMeadows: ""No one ever gets fired from the @FBI and DOJ without there being real credible evidence, so the… https://t.co/18KQ2aKYki",66,@FoxNews
-0.8172,Sat Mar 17 03:04:32 +0000 2018,0.309,0.691,0.0,".@RepSeanDuffy on McCabe firing: ""No one gets fired in the swamp! That we have a former head of the @FBI who's now… https://t.co/eYcdd5wRh7",67,@FoxNews
-0.296,Sat Mar 17 02:57:48 +0000 2018,0.115,0.885,0.0,".@SaraCarterDC: ""[McCabe] believes this is all about [@POTUS]. No, this is about his colleagues at OPR...who found… https://t.co/uVBGYaJHSA",68,@FoxNews
0.0,Sat Mar 17 02:43:02 +0000 2018,0.0,1.0,0.0,".@AlanDersh: ""If the evidence conclusively demonstrates that [McCabe] was less than candid and misled investigators… https://t.co/eA4dOV7YQO",69,@FoxNews
0.5106,Sat Mar 17 02:36:44 +0000 2018,0.092,0.69,0.218,".@pnjaban on McCabe's firing: ""I'm glad this action has been taken. Clearly, Mr. McCabe was at the heart of a numbe… https://t.co/Mn6KuXk6tp",70,@FoxNews
-0.5574,Sat Mar 17 02:07:55 +0000 2018,0.175,0.825,0.0,"BREAKING: Former FBI Deputy Director Andrew McCabe was fired on Friday night, Attorney General Jeff Sessions announ… https://t.co/gd7ak2YrqO",71,@FoxNews
-0.3818,Sat Mar 17 02:01:13 +0000 2018,0.223,0.647,0.129,".@mikeroweworks: ""I believe, as a society we've made the case that the enemy of your happiness is your damn job, an… https://t.co/4MmqNcsBmI",72,@FoxNews
-0.6956,Sat Mar 17 01:52:30 +0000 2018,0.283,0.634,0.082,".@mikeroweworks on how unemployment affects men: ""Nothing good happens, but the bad things that happen as a direct… https://t.co/6hmVMXWghe",73,@FoxNews
0.0,Sat Mar 17 01:46:34 +0000 2018,0.0,1.0,0.0,Oakland mayor consulted with illegal-immigration activists before tipping off ICE raid https://t.co/4mcA8qkVIi,74,@FoxNews
0.0772,Sat Mar 17 01:35:13 +0000 2018,0.133,0.718,0.149,".@ToddRokita: ""It's an easy question: Do you condemn anti-Semitism? And the modern Democratic Party...can't answer… https://t.co/m7LS3tZsSy",75,@FoxNews
-0.6908,Sat Mar 17 01:31:30 +0000 2018,0.324,0.676,0.0,Video shows the scary moments when a malfunctioning chairlift sends people flying. No serious injuries were reporte… https://t.co/Vo7sO9ns4I,76,@FoxNews
0.0,Sat Mar 17 01:23:51 +0000 2018,0.0,1.0,0.0,Senator demands documents related to @FIU bridge construction https://t.co/q9gjGJkMdj,77,@FoxNews
-0.7096,Sat Mar 17 01:11:05 +0000 2018,0.247,0.753,0.0,"Chris Swecker on McCabe: ""I've seen street agents fired for 'lack of candor,' which is really lying...If it's good… https://t.co/FC9UqIIKa1",78,@FoxNews
0.4215,Sat Mar 17 00:56:59 +0000 2018,0.0,0.877,0.123,".@KurtSchlichter: ""You can't have two sets of laws: one for the favored folk and one for the normal folk...That doe… https://t.co/JPJFb7bqSs",79,@FoxNews
-0.6096,Sat Mar 17 00:49:30 +0000 2018,0.208,0.792,0.0,".@KurtSchlichter: ""The rule of law is so critical...When you pass a law and then ignore it, you really have no rule… https://t.co/QxVo2DunSQ",80,@FoxNews
-0.5994,Sat Mar 17 00:40:28 +0000 2018,0.234,0.766,0.0,".@DavidLeopold: ""I have no problem with a lawyer practicing in California. Now the 'unlawfully' part can be solved.… https://t.co/vrdoqCOnls",81,@FoxNews
-0.8271,Sat Mar 17 00:34:00 +0000 2018,0.339,0.661,0.0,The @NTSB provides updates on the pedestrian bridge collapse in Miami Thursday that killed several people.… https://t.co/eaF8KahK2q,82,@FoxNews
0.0,Sat Mar 17 00:26:53 +0000 2018,0.0,1.0,0.0,FAA temporarily grounds open-door helicopter flights https://t.co/6PE5PmeDWh,83,@FoxNews
-0.802,Sat Mar 17 00:14:45 +0000 2018,0.356,0.644,0.0,OPINION: @United Airlines disaster -- Why didn't anyone stand up for that poor dog?  https://t.co/GjmTpKEHP7,84,@FoxNews
-0.743,Sat Mar 17 00:06:02 +0000 2018,0.296,0.704,0.0,"Gymnast Rachael Denhollander, a victim of Larry Nassar, takes on the issue of sex abuse in churches https://t.co/R77ptfCXhF",85,@FoxNews
0.0,Fri Mar 16 23:49:27 +0000 2018,0.0,1.0,0.0,Medieval 'pot o' gold' discovered by construction workers  https://t.co/mOdDk36XYW,86,@FoxNews
0.0,Fri Mar 16 23:37:25 +0000 2018,0.0,1.0,0.0,"Jeremy Hunt, U.S. Army Officer: “To hear @codepink trying to come against JROTC for their own political agenda is j… https://t.co/ZUHS3mG3FI",87,@FoxNews
-0.6597,Fri Mar 16 23:28:48 +0000 2018,0.351,0.649,0.0,Ohio student suspended for staying in class during National Walkout Day https://t.co/DbQps1ZkXF,88,@FoxNews
0.5423,Fri Mar 16 23:21:18 +0000 2018,0.0,0.816,0.184,"RT @FoxBusiness: Don King to @cvpayne on his support for @realDonaldTrump: ""Everyone agrees that the system is corrupt, the GOP, the Dems,…",89,@FoxNews
-0.4957,Fri Mar 16 23:20:42 +0000 2018,0.187,0.813,0.0,Cleaning has never been more fun! Watch these German shepherd puppies chase after a broom. https://t.co/W31DtNS2na,90,@FoxNews
-0.8126,Fri Mar 16 23:15:01 +0000 2018,0.316,0.684,0.0,"Maria Belyi, attorney for Jose Garcia-Zarate: “The anger of the administration, the anger of @TheJusticeDept over h… https://t.co/516CyVMxJp",91,@FoxNews
0.0,Fri Mar 16 23:04:20 +0000 2018,0.0,1.0,0.0,"OPINION: @newtgingrich: #Trump (and his success) continues to baffle our country's elites. What's going on? 
https://t.co/9oewpumLJT",92,@FoxNews
0.0,Fri Mar 16 22:46:26 +0000 2018,0.0,1.0,0.0,Whatever happened to...democracy vouchers? Dan Springer follows up on Seattle's plan to take the money out of polit… https://t.co/VimgxERIuo,93,@FoxNews
0.0,Fri Mar 16 22:35:33 +0000 2018,0.0,1.0,0.0,Turtle euthanized as row continues over reports it ate a puppy https://t.co/LEDULqLj7C,94,@FoxNews
0.0,Fri Mar 16 22:25:43 +0000 2018,0.0,1.0,0.0,".@peterthiel: If #Trump Runs in 2020, He Will Get Re-Elected https://t.co/mMe9sJfl4y",95,@FoxNews
-0.4404,Fri Mar 16 22:15:28 +0000 2018,0.182,0.818,0.0,.@AllenWest: It Would Be 'March Madness' If McCabe Retires With Full Pension  @TeamCavuto https://t.co/rRLwv1wRkc,96,@FoxNews
0.3744,Fri Mar 16 22:02:30 +0000 2018,0.126,0.677,0.197,".@TheJuanWilliams on Nancy Pelosi: “Nobody’s beaten her, and I think that’s for a very real reason…she’s a great fu… https://t.co/6B3W5Y2Jvl",97,@FoxNews
0.5719,Fri Mar 16 21:56:59 +0000 2018,0.0,0.748,0.252,New Orleans celebrates St. Patrick's Day by tossing cabbage at people https://t.co/DrKDygudEc,98,@FoxNews
-0.0772,Fri Mar 16 21:26:02 +0000 2018,0.067,0.933,0.0,".@JesseBWatters: “Whether it was an accidental shooting or it was a purposeful shooting, he cost Kate Steinle her l… https://t.co/1RujPnSsxr",99,@FoxNews
-0.4588,Sat Mar 17 14:00:28 +0000 2018,0.136,0.864,0.0,"A firm closely tied to the Trump campaign exploited data from 50 million Facebook users, The New York Times found.… https://t.co/ei3yqFlZWe",0,@NYTimes
